0.0, -1, 17.128712871287128
0.0, -1, 37.48514851485148
0.0, -1, 10.876237623762377
0.0, -1, 13.742574257425742
0.0, -1, 29.084158415841586
0.0, -1, 30.24009900990099
0.0, -1, 6.165841584158416
0.0, -1, 28.772277227722775
0.0, -1, 5.507425742574258
0.0, -1, 50.413366336633665
0.0, -1, 5.648514851485149
0.0, -1, 6.628712871287128
0.0, -1, 56.19059405940594
0.0, -1, 28.051980198019802
0.0, -1, 46.14356435643565
0.0, -1, 5.903465346534654
0.0, -1, 7.064356435643564
0.0, -1, 6.047029702970297
0.0, -1, 16.636138613861387
